producto,precio_max,precio_frec,precio_min,fecha,destino,origen,edo_destino,obs
Maiz blanco,5.00,5.00,4.20,14/10/2015," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,4.30,4.30,4.30,14/10/2015, mercado de abasto de zacatecas,guanajuato,zacatecas,
Maiz blanco,4.29,4.19,4.10,14/10/2015, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,5.50,5.50,5.50,14/10/2015, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,8.00,7.00,7.00,14/10/2015, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,4.40,4.30,4.30,14/10/2015, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,4.10,4.10,4.00,14/10/2015, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,5.00,5.00,4.00,14/10/2015, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,4.00,4.00,4.00,14/10/2015, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,5.50,5.20,5.20,14/10/2015," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,4.90,4.80,4.80,14/10/2015, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,5.00,4.00,4.00,14/10/2015, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,5.90,5.90,5.20,14/10/2015, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.20,4.20,4.00,14/10/2015, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,8.00,6.00,6.00,14/10/2015," módulo de abasto de tampico, madero y altamira",sinaloa,tamaulipas,
Maiz blanco,4.30,4.30,4.20,14/10/2015, mercado de abasto de morelia,sinaloa,michoacán,
Maiz blanco,5.50,4.90,4.50,14/10/2015, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,5.00,4.90,4.80,14/10/2015," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,5.00,4.00,4.00,14/10/2015, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,5.80,5.20,4.80,14/10/2015, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,5.00,4.90,4.80,14/10/2015, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,4.80,4.80,4.70,14/10/2015, central de abasto de villahermosa,tabasco,tabasco,
Maiz blanco,5.50,5.00,4.50,14/10/2015," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,6.00,5.50,5.00,14/10/2015," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,4.80,4.80,4.80,14/10/2015, central de abasto de villahermosa,veracruz,tabasco,
Maiz blanco,8.50,8.00,7.50,14/10/2015," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,Maíz Amarillo
Maiz blanco,5.00,5.00,4.50,14/10/2015, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,5.00,5.00,4.50,14/10/2015, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,4.90,4.80,4.80,14/10/2015, central de abasto de villahermosa,yucatán,tabasco,
Maiz blanco,2.60,2.30,2.30,08/10/2003, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,3.00,2.70,2.70,08/10/2003, unión de comerciantes de la paz,baja california sur,baja california sur,
Maiz blanco,2.50,2.40,2.20,08/10/2003, central de abasto de mérida,campeche,yucatán,
Maiz blanco,3.50,3.50,3.50,08/10/2003, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.60,2.50,2.50,08/10/2003," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.70,2.60,2.60,08/10/2003, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.30,2.30,2.20,08/10/2003, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.06,2.05,2.05,08/10/2003, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.30,2.20,2.20,08/10/2003, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,2.50,2.50,2.50,08/10/2003, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.25,2.20,2.20,08/10/2003, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,2.60,2.20,2.20,08/10/2003, nayarabastos de tepic,jalisco,nayarit,
Maiz blanco,2.00,2.00,2.00,08/10/2003, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.40,2.20,2.20,08/10/2003, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.50,2.40,2.40,08/10/2003, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.30,2.20,2.10,08/10/2003, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.50,2.50,2.40,08/10/2003, mercado de abasto 'adolfo lópez mateos' de tepic,nayarit,nayarit,
Maiz blanco,2.30,2.30,2.25,08/10/2003," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.30,2.30,2.30,08/10/2003, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,2.40,2.30,2.20,08/10/2003, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,3.00,3.00,3.00,08/10/2003, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.60,2.60,2.50,08/10/2003," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,2.40,2.40,2.40,08/10/2003, central de abasto de chihuahua,sonora,chihuahua,
Maiz blanco,3.00,2.40,2.20,08/10/2003," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.50,2.50,2.15,08/10/2003," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,2.20,2.20,2.20,08/10/2003, central de abasto de puebla,tlaxcala,puebla,
Maiz blanco,2.50,2.00,2.00,08/10/2003," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,5.40,5.40,5.40,14/09/2016, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.00,6.00,5.50,14/09/2016, central de abasto de mérida,campeche,yucatán,
Maiz blanco,8.00,7.00,7.00,14/09/2016, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,6.00,6.00,6.00,14/09/2016, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,6.00,5.50,5.10,14/09/2016," central de abasto ""francisco villa""",durango,durango,"El precio mínimo es para ventas por tonelada, el frecuente por bulto y el máximo por kilogramo."
Maiz blanco,4.00,4.00,3.00,14/09/2016, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,5.00,5.00,5.00,14/09/2016, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,5.50,5.50,5.50,14/09/2016, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,8.00,8.00,7.00,14/09/2016, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,5.60,5.50,5.50,14/09/2016, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,5.20,5.20,5.10,14/09/2016, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,7.00,6.00,5.00,14/09/2016, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,4.20,4.20,4.20,14/09/2016, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,6.00,6.00,5.80,14/09/2016," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,5.60,5.50,5.40,14/09/2016, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,5.70,5.50,5.30,14/09/2016, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,5.40,5.40,5.00,14/09/2016, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,5.30,5.20,5.20,14/09/2016, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,7.50,7.00,7.00,14/09/2016," módulo de abasto de tampico, madero y altamira",sinaloa,tamaulipas,
Maiz blanco,5.40,5.40,5.20,14/09/2016, mercado de abasto de morelia,sinaloa,michoacán,
Maiz blanco,5.70,5.60,5.60,14/09/2016, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,6.60,6.50,6.50,14/09/2016," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,5.00,5.00,4.00,14/09/2016, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,6.50,6.00,5.80,14/09/2016, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,6.20,6.10,6.00,14/09/2016, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,6.00,5.20,4.90,14/09/2016," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,6.00,5.50,5.10,14/09/2016," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,8.00,8.00,7.00,14/09/2016," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,Maíz Amarillo
Maiz blanco,5.40,5.40,5.40,14/09/2016, central de abasto de villahermosa,veracruz,tabasco,
Maiz blanco,6.30,6.30,6.00,14/09/2016, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,6.30,6.00,6.00,14/09/2016, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,5.20,5.20,5.20,14/09/2016, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,4.80,4.80,4.80,11/09/2013, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.00,6.00,6.00,11/09/2013, central de abasto de mérida,campeche,yucatán,
Maiz blanco,5.30,5.30,5.30,11/09/2013, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,6.00,6.00,6.00,11/09/2013, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,6.50,6.50,6.00,11/09/2013, central de abasto de tuxtla gutiérrez,distrito federal,chiapas,
Maiz blanco,6.00,6.00,5.50,11/09/2013," central de abasto ""francisco villa""",durango,durango,
Maiz blanco,5.50,5.50,5.40,11/09/2013, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,7.00,6.00,6.00,11/09/2013," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,4.48,4.46,4.45,11/09/2013, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,8.50,8.50,8.00,11/09/2013, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,5.00,5.00,5.00,11/09/2013, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,5.50,5.40,5.40,11/09/2013, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,4.60,4.60,4.50,11/09/2013, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,5.80,5.50,5.00,11/09/2013, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,7.00,6.00,5.00,11/09/2013," módulo de abasto de tampico, madero y altamira",sinaloa,tamaulipas,
Maiz blanco,4.00,4.00,4.00,11/09/2013, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,5.50,5.30,5.30,11/09/2013," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,5.30,5.10,5.10,11/09/2013, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,6.00,5.00,5.00,11/09/2013, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,5.00,4.50,4.50,11/09/2013, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.70,4.60,4.60,11/09/2013, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,5.80,5.40,5.20,11/09/2013, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,6.00,5.00,5.00,11/09/2013, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,5.50,5.20,5.00,11/09/2013, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,6.20,6.10,6.00,11/09/2013, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,6.00,5.90,5.80,11/09/2013," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,4.56,4.56,4.56,11/09/2013, central de abasto de villahermosa,tabasco,tabasco,
Maiz blanco,7.00,5.90,5.40,11/09/2013," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,6.00,5.20,4.90,11/09/2013," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,5.20,5.20,5.00,11/09/2013, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,5.20,5.00,5.00,11/09/2013, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,5.20,5.20,5.20,11/09/2013, central de abasto de villahermosa,yucatán,tabasco,
Maiz blanco,4.80,4.80,4.80,11/09/2013, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,5.20,5.20,4.80,07/09/2015, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.10,4.10,4.10,09/09/2015, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.00,6.00,6.00,09/09/2015, central de abasto de mérida,campeche,yucatán,
Maiz blanco,7.00,6.50,6.50,09/09/2015, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,6.00,6.00,6.00,09/09/2015, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,5.00,4.50,4.00,09/09/2015," central de abasto ""francisco villa""",durango,durango,"El precio mínimo es para ventas por tonelada, el frecuente por bulto y el máximo por kilogramo."
Maiz blanco,4.20,4.20,4.00,09/09/2015, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,6.00,5.50,4.60,09/09/2015," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,4.30,4.30,4.30,09/09/2015, mercado de abasto de zacatecas,guanajuato,zacatecas,
Maiz blanco,4.32,4.27,4.22,09/09/2015, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,5.00,5.00,5.00,09/09/2015, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,8.00,7.00,7.00,09/09/2015, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,4.60,4.50,4.50,09/09/2015, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,4.30,4.30,4.10,09/09/2015, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,7.00,7.00,6.00,09/09/2015, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,6.50,6.00,5.00,09/09/2015, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,3.60,3.60,3.60,09/09/2015, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,5.50,5.20,5.20,09/09/2015," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,4.90,4.80,4.76,09/09/2015, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,5.20,5.20,4.80,09/09/2015, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.40,4.40,4.30,09/09/2015, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,8.00,7.50,7.00,09/09/2015," módulo de abasto de tampico, madero y altamira",sinaloa,tamaulipas,
Maiz blanco,4.40,4.40,4.30,09/09/2015, mercado de abasto de morelia,sinaloa,michoacán,
Maiz blanco,5.50,4.90,4.50,09/09/2015, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,5.00,4.90,4.80,09/09/2015," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,5.00,4.00,4.00,09/09/2015, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,5.50,5.20,4.80,09/09/2015, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,5.00,4.90,4.80,09/09/2015, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,4.70,4.70,4.70,09/09/2015, central de abasto de villahermosa,tabasco,tabasco,
Maiz blanco,5.00,5.00,4.50,09/09/2015," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,6.00,5.50,5.00,09/09/2015," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,4.70,4.60,4.60,09/09/2015, central de abasto de villahermosa,veracruz,tabasco,
Maiz blanco,8.50,8.00,7.50,09/09/2015," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,Maíz Amarillo
Maiz blanco,5.00,5.00,4.50,09/09/2015, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,5.00,5.00,4.50,09/09/2015, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,4.60,4.60,4.60,09/09/2015, central de abasto de villahermosa,yucatán,tabasco,
Maiz blanco,4.00,4.00,4.00,08/10/2008, central de abasto de mérida,campeche,yucatán,
Maiz blanco,4.20,4.00,4.00,08/10/2008, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,4.00,4.00,4.00,08/10/2008, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,4.06,3.80,3.70,08/10/2008, módulo de abasto de oaxaca,distrito federal,oaxaca,
Maiz blanco,4.50,4.00,4.00,08/10/2008, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,3.80,3.80,3.80,08/10/2008, central de abasto de ecatepec,guanajuato,méxico,
Maiz blanco,4.00,4.00,4.00,08/10/2008, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,3.90,3.90,3.90,08/10/2008, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,3.80,3.60,3.50,08/10/2008, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,3.80,3.80,3.80,08/10/2008, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,4.20,4.10,4.00,08/10/2008, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,3.50,3.50,3.00,08/10/2008, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,4.16,4.10,4.08,08/10/2008, central de abasto de villahermosa,nacional,tabasco,
Maiz blanco,5.20,5.20,4.70,08/10/2008, central de abasto de puebla,puebla,puebla,
Maiz blanco,4.50,4.50,4.50,08/10/2008, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,4.50,4.50,4.30,08/10/2008," mercado de abasto ""estrella"" de san nicolás de los garza",sinaloa,nuevo león,
Maiz blanco,4.50,4.40,4.20,08/10/2008," central de abasto de guadalupe, nvo. león",sinaloa,nuevo león,
Maiz blanco,3.80,3.80,3.80,08/10/2008, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,4.00,4.00,4.00,08/10/2008, módulo de abasto irapuato,sinaloa,guanajuato,
Maiz blanco,4.20,4.10,4.00,08/10/2008, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,4.20,4.20,4.00,08/10/2008, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,4.00,3.60,3.60,08/10/2008," central de abasto ""francisco villa""",sinaloa,durango,El precio mínimo es para ventas por toneladas.
Maiz blanco,5.50,5.50,5.50,08/10/2008, unión de comerciantes de la paz,sinaloa,baja california sur,
Maiz blanco,4.00,4.00,3.90,08/10/2008," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,4.60,4.50,4.50,08/10/2008," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,4.00,4.00,3.80,08/10/2008, centro comercial agropecuario de aguascalientes,tamaulipas,aguascalientes,
Maiz blanco,4.00,4.00,4.00,08/10/2008, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,3.50,3.00,3.00,09/10/2008," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,5.50,5.50,5.50,14/09/2011, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.20,6.00,6.00,14/09/2011, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,6.00,6.00,6.00,14/09/2011, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,7.50,7.00,7.00,14/09/2011, central de abasto de tuxtla gutiérrez,distrito federal,chiapas,
Maiz blanco,6.00,6.00,6.00,14/09/2011, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,6.00,5.00,4.00,14/09/2011, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,7.00,5.50,5.00,14/09/2011," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,5.50,5.50,5.50,14/09/2011, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,5.60,5.40,5.30,14/09/2011, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,6.50,6.00,6.00,14/09/2011, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,5.40,5.40,5.30,14/09/2011, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
