producto,precio_max,precio_frec,precio_min,fecha,destino,origen,edo_destino,obs
Maiz blanco,6.00,5.50,5.20,10/10/2012," central de abasto ""francisco villa""",durango,durango,Mínimo-Ton. Máximo-Kilo. Frec-Bulto.
Maiz blanco,5.50,5.50,5.40,10/10/2012, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,7.00,6.00,6.00,10/10/2012," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,5.10,5.07,5.05,10/10/2012, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,5.50,5.50,5.50,10/10/2012, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,8.00,7.50,7.50,10/10/2012, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,6.20,6.20,6.00,10/10/2012, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,7.00,6.30,6.30,10/10/2012, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,5.20,5.20,5.00,10/10/2012, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,6.50,5.50,5.50,10/10/2012, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,6.00,5.50,5.50,10/10/2012, central de abasto de minatitlán,puebla,veracruz,
Maiz blanco,7.00,6.00,6.00,10/10/2012, módulo de abasto de oaxaca,puebla,oaxaca,
Maiz blanco,5.10,5.00,5.00,10/10/2012, mercado de abasto de querétaro,querétaro,querétaro,
Maiz blanco,4.80,4.80,4.80,10/10/2012, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,6.50,6.00,6.00,10/10/2012," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,6.00,6.00,5.80,10/10/2012, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,6.00,5.50,5.50,10/10/2012, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,6.00,6.00,5.50,10/10/2012, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,6.50,6.00,6.00,10/10/2012, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,6.20,6.00,6.00,10/10/2012, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,5.70,5.70,5.70,10/10/2012, central de abasto de villahermosa,tabasco,tabasco,
Maiz blanco,6.40,6.00,6.00,10/10/2012," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,7.30,6.70,6.00,10/10/2012," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,6.00,5.80,5.50,10/10/2012, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,5.60,5.60,5.60,10/10/2012, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,4.00,4.00,4.00,08/11/2006, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,3.50,3.00,3.00,08/11/2006, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.67,2.60,2.48,08/11/2006, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,2.90,2.80,2.80,08/11/2006," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.50,2.50,2.50,08/11/2006, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS
Maiz blanco,3.00,3.00,3.00,08/11/2006, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,3.00,3.00,3.00,08/11/2006, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,3.00,2.80,2.80,08/11/2006, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,2.70,2.70,2.70,08/11/2006, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.90,2.70,2.70,08/11/2006, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,3.50,3.40,3.40,08/11/2006, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,2.60,2.60,2.60,08/11/2006, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.50,2.50,2.30,08/11/2006, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,3.00,3.00,2.80,08/11/2006, central de abasto de puebla,puebla,puebla,
Maiz blanco,2.80,2.80,2.80,08/11/2006, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,2.62,2.62,2.44,08/11/2006, centro de abasto de san luis potosí,sinaloa,san luis potosí,
Maiz blanco,3.00,3.00,3.00,08/11/2006, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,3.00,2.50,2.00,08/11/2006, centro comercial agropecuario de aguascalientes,sinaloa,aguascalientes,
Maiz blanco,3.00,2.90,2.80,08/11/2006, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,2.90,2.90,2.80,08/11/2006," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.60,2.60,2.40,08/11/2006, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,3.00,2.90,2.90,08/11/2006," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,3.60,3.00,3.00,08/11/2006," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.20,2.90,2.90,08/11/2006," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.50,2.00,2.00,08/11/2006," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.70,2.70,2.70,08/11/2006, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,2.80,2.80,2.80,08/11/2006, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,2.00,2.00,2.00,11/10/2005, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,2.80,2.50,2.00,12/10/2005, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,3.00,3.00,3.00,12/10/2005, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.40,2.30,2.30,12/10/2005," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.40,2.40,2.40,12/10/2005, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS                                                                                    
Maiz blanco,2.50,2.40,2.40,12/10/2005, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.20,2.20,2.20,12/10/2005, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.50,2.50,2.50,12/10/2005, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,2.20,1.90,1.90,12/10/2005," central de abasto ""francisco villa""",durango,durango,
Maiz blanco,2.50,2.50,2.50,12/10/2005, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.20,2.20,2.10,12/10/2005, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,2.50,2.20,2.00,12/10/2005, central de abasto de león,jalisco,guanajuato,
Maiz blanco,1.80,1.80,1.80,12/10/2005, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,3.20,3.00,3.00,12/10/2005, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,2.60,2.40,2.20,12/10/2005, central de abasto de aguascalientes,jalisco,aguascalientes,
Maiz blanco,2.80,2.70,2.50,12/10/2005, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.30,2.20,2.20,12/10/2005, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,3.00,2.80,2.80,12/10/2005, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.30,2.20,2.10,12/10/2005, central de abasto de puebla,puebla,puebla,
Maiz blanco,1.90,1.90,1.87,12/10/2005, centro de abasto de san luis potosí,sinaloa,san luis potosí,
Maiz blanco,3.00,3.00,3.00,12/10/2005, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.10,2.10,2.10,12/10/2005, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,2.20,2.00,1.80,12/10/2005, centro comercial agropecuario de aguascalientes,sinaloa,aguascalientes,
Maiz blanco,2.10,2.00,2.00,12/10/2005," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,3.00,2.90,2.90,12/10/2005," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,3.00,2.50,2.20,12/10/2005," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.00,2.50,2.20,12/10/2005," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.50,2.00,2.00,12/10/2005," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.50,2.50,2.50,12/10/2005, central de abasto de mérida,yucatán,yucatán,
Maiz blanco,2.00,2.00,2.00,13/10/2005, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,2.50,2.30,2.30,13/10/2004, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,3.10,3.10,3.00,13/10/2004, unión de comerciantes de la paz,baja california sur,baja california sur,
Maiz blanco,3.50,3.50,3.50,13/10/2004, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.20,2.10,2.00,13/10/2004, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.40,2.30,2.30,13/10/2004, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.40,2.30,2.30,13/10/2004," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.50,2.50,2.50,13/10/2004, central de abasto de chihuahua,chihuahua,chihuahua,
Maiz blanco,2.00,2.00,2.00,13/10/2004, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.50,2.50,2.50,13/10/2004, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,2.20,2.20,2.15,13/10/2004, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.50,2.50,2.40,13/10/2004, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,3.00,2.80,2.80,13/10/2004, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.40,2.35,2.25,13/10/2004, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,2.30,2.30,2.30,13/10/2004, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.80,2.50,2.50,13/10/2004, mercado de abasto 'adolfo lópez mateos' de tepic,jalisco,nayarit,
Maiz blanco,4.00,3.50,3.50,13/10/2004, nayarabastos de tepic,jalisco,nayarit,
Maiz blanco,2.70,2.50,2.20,13/10/2004, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.70,2.60,2.60,13/10/2004, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.00,2.00,1.80,13/10/2004, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.30,2.15,2.15,13/10/2004," central de abasto ""francisco villa""",sinaloa,durango,Ventas por tonelada.                                                                                
Maiz blanco,3.00,3.00,3.00,13/10/2004, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.90,2.80,2.80,13/10/2004," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,2.30,2.30,2.30,13/10/2004, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,3.00,2.25,2.25,13/10/2004," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.00,2.40,2.40,13/10/2004," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.30,2.30,2.30,13/10/2004, central de abasto de puebla,tlaxcala,puebla,
Maiz blanco,2.50,2.00,2.00,13/10/2004," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,3.00,2.70,2.70,10/11/2004, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,3.10,3.10,3.00,10/11/2004, unión de comerciantes de la paz,baja california sur,baja california sur,
Maiz blanco,3.50,3.50,3.50,10/11/2004, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.50,2.40,2.30,10/11/2004, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.50,2.50,2.50,10/11/2004, central de abasto de chihuahua,chihuahua,chihuahua,
Maiz blanco,2.60,2.50,2.50,10/11/2004," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.60,2.50,2.50,10/11/2004, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.40,2.40,2.30,10/11/2004, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.50,2.50,2.50,10/11/2004, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,2.00,1.94,1.87,10/11/2004, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.40,2.40,2.40,10/11/2004, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,3.00,3.00,3.00,10/11/2004, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.30,2.30,2.20,10/11/2004, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,2.10,2.10,2.10,10/11/2004, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.80,2.50,2.50,10/11/2004, mercado de abasto 'adolfo lópez mateos' de tepic,jalisco,nayarit,
Maiz blanco,2.80,2.00,2.00,10/11/2004, nayarabastos de tepic,jalisco,nayarit,
Maiz blanco,2.60,2.50,2.50,10/11/2004, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.60,2.60,2.50,10/11/2004, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.00,2.00,1.80,10/11/2004, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.30,2.20,2.20,10/11/2004," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.20,2.20,2.20,10/11/2004, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,3.00,3.00,3.00,10/11/2004, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.90,2.80,2.80,10/11/2004," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,2.65,2.30,2.30,10/11/2004," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.00,2.53,2.40,10/11/2004," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.30,2.30,2.30,10/11/2004, central de abasto de puebla,tlaxcala,puebla,
Maiz blanco,2.50,2.00,2.00,10/11/2004," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.00,1.90,1.90,09/10/2002, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,2.90,2.60,2.50,09/10/2002, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.50,2.50,2.00,09/10/2002, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.20,2.20,2.00,09/10/2002, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.20,2.10,2.00,09/10/2002," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.10,2.10,2.10,09/10/2002, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.00,2.00,2.00,09/10/2002, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,3.00,2.50,2.50,09/10/2002, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,1.90,1.90,1.90,09/10/2002, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.50,2.50,2.50,09/10/2002, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,2.00,2.00,1.70,09/10/2002, nayarabastos de tepic,jalisco,nayarit,maiz gallinero                                                                                      
Maiz blanco,1.80,1.80,1.70,09/10/2002, centro de abasto de san luis potosí,jalisco,san luis potosí,
Maiz blanco,2.00,2.00,2.00,09/10/2002, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.20,2.20,2.10,09/10/2002, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.25,2.20,2.20,09/10/2002, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,1.85,1.80,1.80,09/10/2002, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.20,2.00,2.00,09/10/2002, mercado de abasto 'adolfo lópez mateos' de tepic,nayarit,nayarit,gallinero                                                                                           
Maiz blanco,2.60,2.50,2.40,09/10/2002, módulo de abasto de oaxaca,oaxaca,oaxaca,
Maiz blanco,2.00,2.00,2.00,09/10/2002, central de abasto de puebla,puebla,puebla,
Maiz blanco,2.50,2.30,2.00,09/10/2002, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,2.00,2.00,2.00,09/10/2002, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,2.00,2.00,2.00,09/10/2002, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.50,2.50,2.00,09/10/2002," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,2.50,2.50,2.50,09/10/2002," mercado de abasto ""olímpico"" de hermosillo",sonora,sonora,
Maiz blanco,2.50,2.20,2.00,09/10/2002," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.20,2.20,2.00,09/10/2002," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,2.50,2.00,2.00,09/10/2002," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.40,2.40,2.40,09/10/2002, central de abasto de mérida,yucatán,yucatán,
Maiz blanco,4.00,4.00,4.00,08/10/2014, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.00,6.00,5.50,08/10/2014, central de abasto de mérida,campeche,yucatán,
Maiz blanco,4.80,4.80,4.80,08/10/2014, central de abasto de villahermosa,chiapas,tabasco,Precio unico
Maiz blanco,5.50,5.50,5.50,08/10/2014, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 45 KGS.
Maiz blanco,7.00,6.00,6.00,08/10/2014, central de abasto de tuxtla gutiérrez,distrito federal,chiapas,
Maiz blanco,5.50,5.50,4.50,08/10/2014," central de abasto ""francisco villa""",durango,durango,
Maiz blanco,5.00,4.00,4.00,08/10/2014, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,5.00,5.00,4.00,08/10/2014," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,4.07,4.03,4.00,08/10/2014, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,4.60,4.60,4.60,08/10/2014, mercado de abasto de zacatecas,guanajuato,zacatecas,
Maiz blanco,8.50,8.00,8.00,08/10/2014, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,4.00,4.00,4.00,08/10/2014, central de abasto de culiacán,jalisco,sinaloa,
Maiz blanco,4.50,4.50,4.50,08/10/2014, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,3.50,3.40,3.40,08/10/2014, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,5.00,4.80,4.80,08/10/2014, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,6.00,5.50,5.00,08/10/2014, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,7.00,6.00,5.00,08/10/2014," módulo de abasto de tampico, madero y altamira",sinaloa,tamaulipas,
Maiz blanco,5.80,5.80,5.50,08/10/2014," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,5.50,5.00,5.00,08/10/2014, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,5.20,5.20,5.00,08/10/2014, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.30,4.30,4.00,08/10/2014, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,4.90,4.80,4.70,08/10/2014, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,5.50,5.40,5.00,08/10/2014, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,5.00,5.00,4.50,08/10/2014, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,6.00,5.90,5.50,08/10/2014," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,5.20,4.70,4.70,08/10/2014, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,4.10,4.10,3.90,08/10/2014, mercado de abasto de morelia,sinaloa,michoacán,
Maiz blanco,4.90,4.90,4.90,08/10/2014, central de abasto de villahermosa,tabasco,tabasco,Precio unico
Maiz blanco,5.00,5.00,4.00,08/10/2014," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,5.50,5.50,4.00,08/10/2014," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,4.70,4.70,4.60,08/10/2014, central de abasto de villahermosa,veracruz,tabasco,
Maiz blanco,5.50,5.00,5.00,08/10/2014, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,5.50,5.00,5.00,08/10/2014, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,4.00,4.00,3.00,11/10/2006, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,3.50,3.00,3.00,11/10/2006, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.90,2.80,2.80,11/10/2006," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.50,2.50,2.50,11/10/2006, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS
Maiz blanco,2.90,2.90,2.90,11/10/2006, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,3.00,3.00,3.00,11/10/2006, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.90,2.90,2.80,11/10/2006, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,2.70,2.70,2.70,11/10/2006, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,5.00,4.50,4.00,10/10/2007, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,3.20,3.10,3.00,10/10/2007, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,3.20,3.20,3.00,10/10/2007," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,4.10,4.10,4.10,10/10/2007, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS
Maiz blanco,3.68,3.60,3.50,10/10/2007, módulo de abasto de oaxaca,distrito federal,oaxaca,
Maiz blanco,4.00,3.80,3.50,10/10/2007, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,3.40,3.40,3.40,10/10/2007, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,3.30,3.30,3.30,10/10/2007, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,4.00,3.50,3.50,11/10/2006, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,2.90,2.90,2.80,11/10/2006, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,3.00,2.90,2.90,11/10/2006, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.50,2.50,2.30,11/10/2006, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,3.00,3.00,2.80,11/10/2006, central de abasto de puebla,puebla,puebla,
Maiz blanco,2.75,2.75,2.75,11/10/2006, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,3.00,2.50,2.00,11/10/2006, centro comercial agropecuario de aguascalientes,sinaloa,aguascalientes,
Maiz blanco,2.90,2.90,2.80,11/10/2006, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,2.85,2.80,2.80,11/10/2006," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,4.00,4.00,3.50,10/10/2007, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,3.40,3.30,3.30,10/10/2007, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,3.40,3.30,3.20,10/10/2007, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,3.80,3.80,3.50,10/10/2007, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,3.50,3.50,3.40,10/10/2007, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,3.30,3.30,3.00,10/10/2007, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,3.80,3.50,3.40,10/10/2007," central de abasto de guadalupe, nvo. león",sinaloa,nuevo león,
Maiz blanco,3.60,3.60,3.50,10/10/2007," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,4.00,3.40,3.40,10/10/2007, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,3.50,3.50,3.40,10/10/2007, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,2.60,2.60,2.50,11/10/2006, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,2.70,2.65,2.50,11/10/2006, centro de abasto de san luis potosí,sinaloa,san luis potosí,
Maiz blanco,3.00,3.00,3.00,11/10/2006, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.78,2.60,2.50,11/10/2006, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,3.00,2.90,2.90,11/10/2006," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,3.50,3.00,3.00,11/10/2006," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.20,3.00,2.50,11/10/2006," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.50,2.00,2.00,11/10/2006," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.60,2.60,2.60,11/10/2006, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,2.85,2.85,2.85,11/10/2006, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,3.50,3.50,3.40,10/10/2007, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,3.50,3.40,3.10,10/10/2007, centro comercial agropecuario de aguascalientes,sinaloa,aguascalientes,
Maiz blanco,2.95,2.90,2.90,10/10/2007, centro de abasto de san luis potosí,sinaloa,san luis potosí,
Maiz blanco,3.50,3.20,3.20,10/10/2007, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,3.50,3.30,3.20,10/10/2007, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,3.20,3.20,3.20,10/10/2007, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,4.50,4.50,4.40,10/10/2007," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,4.00,3.80,3.60,10/10/2007," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.69,3.40,3.33,10/10/2007, central de abasto de villahermosa,yucatán,tabasco,
Maiz blanco,3.50,3.50,3.50,10/10/2007, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,4.60,4.60,4.60,14/10/2015, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.00,6.00,5.50,14/10/2015, central de abasto de mérida,campeche,yucatán,
Maiz blanco,7.00,6.50,6.50,14/10/2015, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,6.00,6.00,6.00,14/10/2015, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 45 KGS.
Maiz blanco,5.50,4.50,4.30,14/10/2015," central de abasto ""francisco villa""",durango,durango,"El precio mínimo es para ventas por tonelada, el frecuente por bulto y el máximo por kilogramo."
Maiz blanco,4.50,4.50,4.40,14/10/2015, módulo de abasto irapuato,guanajuato,guanajuato,
