x	y	type
10	174	18
169	173	18
122	172	18
197	171	18
152	171	18
32	171	18
76	170	18
24	169	18
14	169	18
175	168	18
23	167	18
215	166	18
117	166	18
142	164	18
139	164	18
161	163	18
12	163	18
5	162	18
163	161	18
143	161	18
194	160	18
163	160	18
157	160	18
144	160	18
140	160	18
107	160	18
153	159	18
143	159	18
141	159	18
79	159	18
5	159	18
3	159	18
142	158	18
27	158	18
106	157	18
98	157	18
171	156	18
129	156	18
110	156	18
121	155	18
97	155	18
79	153	18
185	152	18
146	151	18
89	151	18
28	151	18
157	150	18
161	149	18
95	149	18
49	149	18
171	148	18
27	148	18
178	147	18
33	147	18
16	147	18
150	146	18
35	146	18
124	144	18
91	144	18
54	144	18
68	142	18
169	141	18
124	141	18
6	7	19
39	6	19
39	5	19
33	31	19
153	16	19
195	19	19
67	40	19
118	38	19
122	39	19
185	39	19
32	49	19
140	58	19
126	54	19
218	51	19
217	50	19
79	76	19
159	78	19
192	80	19
182	80	19
195	78	19
220	67	19
194	90	19
192	81	19
183	81	19
65	41	19
166	112	19
169	108	19
173	103	19
203	118	19
203	114	19
103	134	19
105	133	19
119	122	19
166	125	19
182	128	19
195	126	19
183	126	19
182	123	19
165	219	19
180	218	19
181	217	19
125	197	19
139	192	19
142	189	19
193	188	19
189	187	19
209	182	19
188	181	19
117	177	19
77	177	19
78	175	19
208	173	19
33	166	19
124	159	19
192	158	19
172	158	19
78	154	19
186	150	19
85	149	19
219	146	19
184	144	19
1	16	20
14	3	20
24	14	20
7	25	20
85	17	20
85	16	20
92	12	20
52	40	20
62	40	20
76	31	20
140	35	20
6	66	20
27	86	20
101	47	20
101	41	20
72	124	20
108	133	20
128	125	20
169	138	20
161	213	20
26	207	20
67	206	20
4	182	20
99	173	20
168	160	20
11	159	20
8	148	20
149	142	20
90	11	21
90	10	21
124	17	22
82	30	22
124	32	22
134	29	22
127	54	22
35	75	22
55	72	22
56	99	22
77	92	22
118	99	22
101	91	22
105	89	22
116	84	22
112	82	22
214	9	22
94	41	22
58	106	22
100	113	22
88	102	22
113	113	22
9	139	22
99	140	22
104	128	22
113	123	22
173	130	22
168	128	22
212	170	22
119	156	22
164	151	22
198	3	23
195	3	23
197	1	23
118	39	23
214	37	23
210	35	23
205	34	23
215	29	23
209	29	23
124	54	23
145	57	23
145	55	23
217	45	23
90	80	23
89	78	23
97	77	23
93	76	23
97	74	23
89	74	23
88	71	23
118	79	23
102	78	23
101	76	23
127	77	23
152	73	23
146	71	23
147	69	23
149	66	23
151	64	23
32	100	23
32	92	23
27	92	23
35	90	23
26	89	23
29	88	23
32	86	23
33	84	23
28	83	23
48	85	23
45	83	23
66	98	23
62	97	23
84	83	23
92	81	23
89	81	23
110	91	23
106	91	23
108	89	23
120	84	23
119	82	23
139	92	23
123	87	23
123	84	23
143	97	23
144	93	23
157	92	23
154	92	23
146	91	23
154	89	23
204	11	23
204	8	23
109	54	23
118	41	23
14	120	23
10	115	23
12	113	23
31	109	23
29	109	23
40	107	23
32	101	23
59	107	23
66	119	23
66	117	23
62	106	23
66	104	23
155	119	23
150	118	23
151	117	23
217	118	23
202	115	23
206	114	23
206	111	23
209	109	23
212	108	23
12	121	23
54	133	23
59	131	23
59	128	23
61	131	23
62	129	23
75	128	23
70	126	23
67	126	23
71	124	23
138	129	23
144	125	23
148	124	23
216	121	23
153	219	23
118	219	23
59	219	23
146	218	23
55	218	23
154	215	23
149	215	23
65	215	23
140	213	23
63	213	23
158	212	23
137	212	23
112	212	23
151	211	23
133	210	23
117	210	23
113	210	23
138	209	23
143	207	23
32	195	23
30	193	23
208	192	23
201	192	23
107	192	23
211	190	23
108	189	23
206	188	23
212	186	23
200	186	23
98	186	23
109	183	23
215	182	23
212	182	23
210	182	23
205	182	23
102	182	23
102	180	23
206	179	23
206	176	23
130	173	23
125	173	23
132	168	23
94	168	23
128	166	23
95	166	23
67	162	23
96	161	23
96	160	23
127	159	23
67	158	23
124	157	23
71	157	23
105	156	23
24	155	23
167	152	23
69	152	23
22	152	23
64	151	23
115	150	23
170	149	23
110	149	23
69	149	23
113	147	23
169	146	23
63	145	23
70	144	23
161	143	23
160	143	23
18	143	23
141	5	24
10	14	25
13	10	25
3	5	25
9	34	25
1	26	25
21	31	25
44	12	25
104	7	25
123	10	25
150	3	25
172	12	25
200	11	25
42	32	25
84	36	25
81	31	25
87	25	25
118	33	25
105	31	25
118	23	25
114	22	25
139	29	25
130	22	25
122	22	25
142	28	25
168	38	25
185	23	25
193	22	25
204	32	25
202	29	25
204	28	25
28	45	25
55	41	25
122	60	25
134	43	25
200	50	25
182	42	25
204	56	25
205	54	25
9	75	25
15	64	25
6	62	25
27	80	25
44	69	25
70	61	25
85	61	25
122	62	25
142	72	25
161	72	25
212	79	25
208	67	25
15	93	25
9	88	25
28	100	25
47	84	25
77	91	25
64	88	25
77	87	25
105	88	25
155	93	25
156	84	25
189	86	25
202	85	25
211	16	25
69	59	25
75	46	25
82	57	25
97	48	25
115	57	25
118	53	25
101	50	25
114	49	25
108	43	25
118	42	25
5	111	25
71	117	25
114	116	25
105	112	25
139	117	25
140	110	25
149	119	25
147	118	25
141	110	25
156	101	25
195	114	25
184	112	25
207	116	25
207	113	25
19	139	25
17	124	25
34	129	25
45	128	25
41	122	25
67	133	25
76	131	25
65	130	25
63	126	25
68	123	25
83	132	25
104	131	25
109	130	25
106	129	25
105	125	25
118	123	25
133	132	25
130	128	25
142	136	25
147	134	25
180	138	25
168	136	25
166	125	25
179	122	25
198	138	25
189	129	25
211	140	25
212	138	25
214	133	25
205	125	25
201	121	25
205	220	25
113	220	25
125	217	25
212	216	25
163	215	25
143	215	25
119	215	25
206	214	25
202	214	25
123	213	25
62	213	25
59	213	25
188	212	25
182	212	25
205	210	25
31	210	25
103	209	25
213	208	25
114	208	25
175	207	25
172	207	25
14	207	25
2	206	25
217	205	25
122	205	25
53	205	25
157	204	25
17	204	25
34	202	25
21	202	25
208	201	25
204	201	25
203	200	25
36	199	25
118	198	25
13	197	25
46	196	25
207	195	25
166	193	25
36	192	25
209	191	25
206	190	25
128	189	25
203	188	25
194	188	25
177	186	25
23	186	25
26	184	25
199	183	25
133	182	25
45	182	25
206	181	25
207	180	25
39	180	25
11	178	25
155	177	25
193	175	25
136	175	25
125	175	25
193	173	25
45	173	25
48	170	25
78	169	25
66	168	25
134	167	25
72	167	25
99	165	25
74	165	25
93	163	25
40	163	25
188	162	25
54	161	25
55	159	25
93	158	25
45	158	25
118	156	25
92	156	25
60	153	25
14	153	25
198	152	25
179	152	25
124	152	25
182	150	25
174	149	25
89	149	25
14	149	25
185	146	25
148	144	25
185	143	25
2	21	26
60	20	26
71	33	26
153	32	26
22	49	26
155	49	26
179	49	26
40	67	26
39	66	26
52	68	26
41	66	26
96	77	26
118	77	26
106	73	26
106	67	26
131	72	26
152	62	26
172	73	26
172	63	26
35	95	26
61	93	26
120	95	26
121	97	26
135	90	26
123	86	26
147	100	26
141	99	26
171	100	26
181	82	26
53	112	26
67	118	26
116	105	26
139	114	26
129	111	26
167	135	26
184	124	26
199	220	26
38	217	26
202	210	26
195	209	26
80	209	26
159	208	26
54	206	26
66	199	26
118	197	26
97	195	26
21	188	26
197	187	26
85	187	26
21	186	26
142	183	26
189	173	26
187	173	26
161	173	26
50	170	26
106	169	26
107	167	26
211	165	26
164	164	26
132	163	26
11	161	26
47	152	26
114	144	26
112	143	26
20	143	26
6	142	27
20	52	28
27	47	28
4	85	28
1	103	28
211	109	28
154	212	28
152	205	28
49	168	28
6	162	28
2	143	29
99	152	30
37	16	31
35	3	31
176	16	31
165	13	31
179	12	31
163	9	31
197	10	31
189	3	31
69	66	31
112	72	31
7	82	31
135	93	31
76	43	31
68	181	31
164	156	31
3	29	32
78	15	32
77	13	32
62	11	32
91	11	32
89	6	32
124	18	32
142	12	32
156	11	32
180	8	32
70	39	32
62	31	32
123	25	32
57	47	32
133	52	32
168	56	32
110	78	32
120	77	32
106	63	32
130	79	32
121	70	32
219	79	32
210	61	32
11	99	32
78	90	32
109	90	32
116	86	32
133	92	32
161	97	32
164	93	32
188	89	32
193	85	32
185	83	32
212	90	32
218	82	32
218	15	32
212	8	32
87	53	32
110	55	32
18	114	32
70	115	32
130	110	32
158	115	32
173	115	32
198	103	32
217	109	32
208	102	32
58	129	32
120	130	32
122	132	32
121	130	32
192	131	32
209	135	32
48	220	32
112	217	32
112	214	32
104	213	32
180	212	32
181	211	32
173	209	32
144	208	32
44	204	32
208	203	32
84	203	32
79	202	32
81	201	32
80	200	32
178	199	32
117	198	32
21	197	32
29	196	32
173	194	32
57	193	32
157	188	32
54	187	32
117	183	32
12	183	32
169	182	32
37	178	32
105	177	32
129	175	32
3	174	32
217	169	32
207	167	32
58	166	32
7	163	32
189	159	32
87	159	32
52	159	32
164	155	32
147	155	32
27	154	32
166	147	32
198	146	32
136	146	32
111	143	32
32	20	33
22	1	33
5	39	33
12	27	33
27	23	33
42	19	33
41	5	33
57	3	33
65	15	33
78	3	33
87	19	33
98	8	33
107	7	33
129	2	33
151	16	33
155	4	33
172	9	33
173	6	33
162	3	33
196	3	33
77	36	33
78	25	33
95	24	33
120	36	33
116	28	33
112	27	33
107	24	33
137	35	33
152	34	33
149	33	33
154	32	33
166	39	33
171	35	33
178	30	33
192	33	33
181	21	33
11	44	33
52	51	33
136	55	33
146	56	33
193	58	33
184	47	33
202	52	33
29	74	33
27	68	33
59	75	33
69	73	33
100	71	33
88	69	33
101	72	33
112	64	33
138	73	33
130	72	33
137	63	33
174	75	33
176	68	33
192	69	33
13	100	33
5	95	33
14	83	33
66	91	33
68	86	33
90	99	33
104	96	33
187	94	33
195	92	33
216	87	33
214	17	33
212	15	33
211	13	33
211	7	33
71	49	33
113	56	33
102	49	33
116	48	33
11	106	33
22	106	33
42	119	33
48	113	33
64	102	33
61	101	33
83	112	33
126	114	33
158	117	33
167	120	33
190	117	33
5	130	33
8	125	33
28	126	33
41	124	33
59	122	33
55	122	33
73	128	33
95	140	33
88	132	33
116	136	33
126	124	33
122	122	33
153	137	33
143	136	33
149	126	33
175	137	33
165	122	33
188	127	33
198	126	33
123	218	33
120	217	33
207	215	33
135	214	33
153	213	33
34	213	33
103	212	33
192	203	33
20	197	33
187	196	33
99	193	33
49	193	33
97	192	33
142	191	33
100	189	33
96	189	33
81	187	33
65	182	33
176	180	33
70	176	33
55	175	33
41	175	33
141	173	33
65	173	33
48	173	33
164	172	33
72	171	33
69	170	33
173	167	33
160	165	33
131	165	33
53	163	33
206	159	33
186	159	33
139	159	33
71	156	33
34	156	33
46	154	33
150	153	33
44	152	33
116	148	33
52	143	33
62	141	33
15	16	34
9	10	34
35	11	34
18	38	34
148	4	34
42	25	34
70	28	34
88	33	34
115	29	34
148	37	34
146	34	34
163	29	34
208	28	34
207	25	34
12	59	34
35	56	34
35	44	34
54	58	34
47	47	34
124	52	34
152	58	34
172	43	34
191	42	34
3	72	34
11	68	34
34	77	34
39	61	34
43	67	34
111	66	34
142	76	34
2	89	34
39	99	34
34	96	34
115	97	34
131	93	34
131	91	34
130	91	34
124	84	34
164	99	34
186	96	34
97	47	34
93	46	34
89	42	34
119	52	34
101	49	34
109	44	34
10	116	34
3	114	34
15	111	34
16	108	34
23	118	34
23	106	34
41	117	34
87	113	34
109	119	34
149	116	34
146	106	34
178	114	34
188	118	34
191	109	34
12	139	34
15	131	34
22	140	34
33	125	34
35	122	34
48	136	34
43	127	34
78	127	34
64	127	34
83	123	34
109	134	34
103	131	34
112	125	34
127	138	34
153	139	34
163	123	34
189	125	34
204	122	34
201	220	34
139	218	34
193	217	34
110	217	34
7	216	34
162	211	34
198	209	34
130	209	34
8	209	34
68	207	34
28	205	34
184	201	34
166	199	34
199	195	34
33	195	34
118	193	34
129	192	34
126	192	34
66	188	34
85	186	34
29	186	34
102	184	34
215	177	34
33	177	34
118	174	34
215	172	34
41	171	34
173	169	34
7	169	34
218	168	34
60	168	34
208	167	34
187	166	34
153	166	34
133	161	34
18	161	34
133	160	34
42	159	34
182	156	34
11	156	34
180	155	34
175	155	34
149	155	34
5	153	34
161	152	34
151	152	34
177	149	34
3	149	34
23	147	34
64	145	34
11	145	34
9	143	34
67	142	34
56	142	34
1	142	34
175	141	34
22	3	35
27	1	35
59	19	35
59	9	35
112	196	35
25	10	36
34	3	36
91	8	36
142	18	36
183	13	36
98	24	36
140	30	36
129	29	36
127	23	36
153	23	36
47	45	36
158	45	36
13	77	36
19	68	36
33	77	36
22	76	36
30	72	36
51	64	36
101	79	36
107	74	36
108	66	36
104	66	36
119	63	36
126	75	36
121	64	36
7	97	36
20	87	36
22	87	36
26	84	36
42	97	36
104	98	36
132	82	36
146	93	36
170	100	36
218	94	36
207	88	36
204	84	36
206	11	36
19	114	36
4	114	36
5	109	36
19	105	36
24	119	36
31	118	36
95	106	36
129	112	36
204	105	36
4	134	36
9	132	36
8	123	36
22	125	36
61	123	36
92	133	36
131	132	36
177	129	36
183	135	36
189	130	36
208	125	36
194	220	36
73	219	36
99	218	36
58	215	36
129	214	36
28	212	36
146	210	36
54	209	36
108	208	36
63	208	36
212	206	36
109	206	36
167	202	36
198	199	36
103	199	36
197	196	36
114	196	36
167	194	36
145	193	36
187	188	36
56	188	36
42	188	36
147	186	36
15	185	36
112	184	36
7	182	36
209	175	36
182	172	36
38	168	36
11	166	36
197	165	36
20	159	36
61	157	36
173	156	36
71	153	36
118	152	36
74	144	36
53	142	36
8	16	37
22	34	37
72	19	37
104	15	37
103	13	37
115	11	37
60	32	37
44	25	37
72	38	37
71	34	37
97	25	37
107	38	37
115	32	37
215	39	37
14	53	37
139	55	37
132	48	37
164	58	37
37	80	37
57	75	37
47	72	37
75	65	37
211	62	37
7	83	37
8	81	37
53	83	37
68	90	37
64	85	37
121	81	37
169	88	37
186	95	37
197	82	37
202	19	37
26	114	37
64	115	37
137	112	37
148	104	37
172	120	37
34	131	37
52	132	37
165	126	37
215	220	37
64	219	37
98	214	37
25	213	37
218	212	37
52	210	37
158	203	37
140	203	37
214	198	37
89	187	37
166	186	37
136	181	37
16	179	37
156	176	37
136	174	37
209	169	37
178	165	37
127	165	37
174	164	37
178	163	37
117	158	37
21	155	37
152	154	37
129	153	37
83	153	37
111	149	37
137	148	37
159	142	37
40	32	38
75	6	38
96	10	38
83	4	38
130	9	38
128	8	38
92	24	38
104	30	38
124	24	38
153	34	38
151	29	38
146	25	38
169	40	38
5	60	38
137	60	38
134	53	38
140	43	38
149	57	38
143	57	38
151	55	38
145	53	38
142	42	38
168	51	38
167	50	38
173	47	38
169	41	38
190	54	38
208	43	38
14	66	38
49	62	38
66	64	38
83	62	38
116	74	38
118	68	38
115	66	38
118	62	38
140	79	38
123	62	38
137	61	38
121	61	38
159	72	38
168	73	38
12	100	38
3	97	38
37	86	38
73	96	38
109	86	38
109	82	38
105	81	38
137	90	38
147	81	38
177	97	38
171	96	38
162	89	38
218	96	38
205	84	38
215	82	38
209	17	38
84	60	38
85	57	38
91	53	38
98	51	38
116	59	38
117	54	38
16	118	38
6	113	38
13	101	38
36	118	38
21	101	38
45	115	38
77	115	38
68	105	38
118	105	38
134	115	38
133	105	38
143	107	38
172	108	38
170	103	38
40	140	38
32	140	38
33	138	38
90	139	38
85	138	38
96	135	38
90	133	38
83	133	38
97	122	38
104	140	38
102	130	38
110	129	38
120	124	38
196	127	38
210	215	38
122	209	38
98	209	38
99	202	38
67	199	38
145	192	38
105	192	38
67	188	38
161	187	38
56	187	38
116	186	38
160	185	38
67	182	38
62	179	38
74	172	38
150	165	38
101	165	38
182	163	38
62	161	38
16	161	38
62	159	38
182	157	38
63	157	38
17	157	38
42	156	38
182	154	38
62	152	38
39	149	38
44	147	38
54	145	38
40	141	38
34	141	38
100	15	39
18	52	39
19	50	39
22	97	39
14	107	39
23	105	39
27	183	39
54	173	39
11	151	40
177	182	41
1	6	42
51	65	42
64	76	42
71	68	42
85	67	42
106	72	42
153	79	42
214	70	42
217	63	42
219	62	42
34	89	42
59	90	42
67	84	42
75	82	42
83	94	42
151	81	42
179	100	42
194	98	42
196	94	42
182	90	42
204	93	42
22	110	42
27	104	42
34	103	42
39	102	42
48	119	42
52	116	42
49	116	42
97	115	42
96	109	42
87	107	42
90	104	42
111	111	42
119	108	42
119	105	42
135	107	42
134	105	42
153	109	42
158	103	42
161	110	42
191	103	42
196	102	42
205	107	42
219	106	42
19	127	42
34	139	42
30	133	42
31	132	42
37	129	42
57	140	42
58	137	42
58	132	42
48	127	42
51	125	42
58	123	42
52	122	42
72	137	42
69	136	42
66	135	42
74	132	42
70	132	42
80	126	42
66	124	42
64	122	42
83	136	42
88	123	42
81	121	42
112	138	42
110	127	42
115	126	42
102	122	42
174	127	42
193	138	42
188	128	42
208	134	42
218	129	42
208	129	42
186	219	42
41	219	42
214	218	42
82	218	42
30	218	42
175	217	42
78	216	42
89	215	42
34	215	42
109	214	42
73	214	42
49	214	42
168	212	42
96	211	42
36	208	42
50	207	42
206	206	42
19	205	42
201	203	42
38	203	42
219	202	42
32	202	42
181	201	42
4	200	42
24	199	42
204	197	42
157	192	42
77	190	42
176	189	42
168	189	42
65	189	42
39	189	42
22	189	42
120	187	42
77	186	42
18	186	42
218	185	42
49	185	42
22	184	42
31	181	42
70	180	42
73	174	42
69	174	42
171	173	42
5	173	42
49	172	42
96	170	42
47	170	42
40	170	42
28	168	42
52	166	42
129	165	42
68	165	42
193	162	42
59	162	42
12	161	42
32	159	42
128	158	42
58	157	42
54	155	42
132	154	42
83	154	42
98	153	42
67	153	42
142	148	42
96	148	42
31	148	42
63	147	42
27	147	42
71	146	42
210	145	42
209	144	42
163	144	42
203	143	42
129	143	42
117	142	42
73	142	42
82	158	43
19	20	44
61	19	44
86	19	44
85	18	44
81	11	44
81	10	44
163	2	44
181	13	44
53	40	44
87	37	44
123	33	44
122	32	44
214	33	44
123	48	44
18	63	44
110	59	44
119	51	44
49	112	44
199	190	44
150	163	44
40	151	44
121	150	44
52	19	45
45	6	45
66	20	45
73	17	45
61	13	45
98	15	45
133	8	45
158	20	45
70	29	45
100	34	45
107	32	45
108	22	45
110	21	45
135	22	45
159	37	45
157	37	45
59	48	45
135	54	45
144	41	45
192	59	45
215	48	45
9	62	45
7	98	45
17	89	45
62	82	45
83	91	45
137	96	45
214	97	45
218	90	45
78	52	45
76	45	45
9	118	45
6	106	45
29	119	45
48	102	45
97	114	45
123	106	45
168	113	45
9	123	45
1	122	45
22	136	45
31	126	45
33	121	45
171	140	45
171	134	45
182	129	45
201	128	45
76	220	45
128	218	45
88	207	45
47	206	45
104	186	45
195	185	45
3	178	45
195	174	45
168	171	45
66	170	45
43	167	45
168	163	45
77	157	45
14	144	45
20	20	46
30	17	46
36	10	46
25	9	46
78	7	46
28	97	46
32	90	46
26	88	46
8	19	47
14	17	47
18	16	47
17	15	47
20	14	47
3	6	47
11	5	47
12	2	47
23	16	47
33	14	47
32	12	47
24	7	47
38	6	47
33	3	47
32	2	47
2	38	47
4	33	47
20	29	47
16	28	47
2	27	47
10	23	47
4	23	47
29	39	47
21	39	47
37	37	47
23	37	47
36	34	47
29	32	47
27	30	47
33	24	47
39	21	47
58	18	47
44	17	47
46	12	47
49	5	47
42	4	47
56	2	47
79	12	47
79	11	47
69	9	47
67	8	47
64	3	47
62	3	47
87	20	47
92	19	47
92	15	47
98	12	47
94	9	47
112	17	47
114	16	47
108	6	47
133	13	47
121	8	47
137	5	47
149	11	47
153	7	47
146	3	47
171	14	47
177	12	47
179	7	47
172	6	47
194	12	47
200	9	47
41	18	47
60	30	47
56	27	47
46	26	47
51	23	47
79	39	47
79	35	47
78	32	47
68	32	47
79	21	47
94	39	47
82	37	47
98	35	47
93	28	47
98	27	47
90	25	47
88	24	47
98	23	47
88	21	47
112	39	47
104	32	47
103	24	47
101	21	47
130	38	47
129	34	47
133	26	47
135	24	47
138	22	47
154	35	47
149	34	47
157	33	47
154	31	47
149	29	47
157	22	47
163	39	47
179	35	47
164	33	47
176	30	47
178	29	47
172	29	47
177	23	47
170	21	47
189	27	47
196	26	47
191	21	47
213	35	47
203	35	47
213	33	47
2	60	47
12	57	47
5	48	47
23	53	47
27	50	47
29	46	47
21	44	47
48	59	47
55	55	47
57	45	47
42	42	47
135	58	47
132	54	47
128	53	47
123	53	47
135	49	47
138	45	47
125	45	47
158	59	47
152	54	47
142	52	47
142	44	47
144	43	47
152	42	47
150	42	47
171	59	47
170	56	47
173	55	47
168	49	47
198	56	47
192	52	47
185	45	47
219	53	47
219	41	47
19	75	47
4	74	47
29	79	47
31	72	47
28	69	47
54	72	47
59	71	47
49	70	47
42	61	47
66	75	47
79	74	47
66	70	47
72	69	47
62	63	47
95	78	47
82	74	47
81	74	47
87	71	47
109	70	47
103	69	47
106	68	47
102	67	47
108	63	47
103	61	47
138	80	47
137	76	47
136	70	47
128	65	47
134	64	47
142	78	47
155	75	47
144	70	47
156	69	47
148	64	47
146	64	47
159	62	47
142	62	47
172	76	47
191	78	47
190	66	47
217	79	47
219	73	47
219	70	47
206	66	47
3	100	47
19	83	47
31	100	47
31	94	47
40	90	47
58	98	47
43	96	47
57	93	47
43	93	47
52	88	47
60	86	47
43	85	47
72	99	47
64	94	47
69	85	47
68	82	47
69	81	47
89	96	47
98	88	47
84	88	47
99	81	47
113	83	47
111	83	47
139	99	47
126	92	47
128	91	47
137	84	47
122	83	47
131	81	47
155	99	47
159	94	47
150	94	47
143	92	47
156	89	47
172	94	47
179	91	47
169	91	47
168	83	47
176	81	47
191	91	47
187	91	47
190	85	47
201	94	47
211	86	47
207	86	47
217	16	47
209	16	47
209	14	47
206	13	47
220	10	47
212	9	47
220	5	47
220	4	47
203	2	47
72	60	47
76	57	47
61	56	47
70	51	47
69	47	47
67	44	47
70	43	47
85	42	47
83	42	47
92	41	47
104	59	47
105	58	47
119	56	47
103	56	47
112	46	47
103	44	47
110	43	47
120	42	47
112	41	47
20	120	47
9	120	47
7	120	47
13	119	47
3	120	47
14	116	47
18	113	47
10	112	47
14	111	47
17	108	47
7	105	47
19	102	47
34	120	47
21	119	47
39	118	47
23	110	47
30	109	47
21	103	47
25	102	47
41	119	47
41	116	47
49	109	47
69	116	47
79	115	47
65	113	47
70	107	47
68	106	47
73	103	47
83	116	47
83	113	47
99	107	47
97	104	47
95	104	47
92	103	47
90	103	47
117	117	47
108	115	47
112	109	47
108	108	47
106	108	47
120	102	47
107	101	47
122	119	47
135	118	47
132	115	47
129	109	47
125	108	47
127	105	47
139	102	47
123	102	47
150	120	47
152	113	47
143	113	47
155	112	47
147	108	47
159	107	47
158	102	47
143	102	47
161	118	47
164	112	47
172	110	47
163	110	47
174	109	47
161	109	47
161	106	47
191	116	47
190	115	47
199	104	47
190	103	47
181	103	47
190	102	47
220	120	47
212	120	47
205	119	47
220	118	47
211	114	47
218	107	47
214	104	47
11	133	47
9	130	47
13	123	47
11	123	47
2	122	47
16	121	47
23	140	47
35	138	47
25	135	47
31	134	47
34	133	47
32	129	47
28	129	47
29	127	47
51	139	47
44	135	47
42	134	47
57	131	47
60	127	47
59	121	47
55	121	47
68	137	47
64	135	47
77	131	47
71	130	47
69	130	47
65	122	47
82	139	47
99	131	47
100	129	47
113	139	47
110	139	47
117	138	47
107	136	47
115	131	47
102	131	47
113	130	47
111	124	47
112	123	47
140	139	47
125	137	47
139	136	47
133	136	47
139	134	47
132	133	47
125	132	47
137	129	47
132	125	47
142	137	47
150	135	47
159	134	47
152	134	47
142	132	47
144	130	47
160	129	47
174	137	47
165	133	47
163	133	47
171	124	47
163	121	47
195	137	47
197	132	47
187	132	47
190	128	47
186	126	47
183	123	47
218	138	47
211	133	47
208	128	47
206	126	47
211	124	47
213	122	47
188	220	47
176	220	47
67	219	47
17	219	47
13	219	47
193	218	47
132	218	47
115	218	47
103	218	47
29	218	47
195	217	47
65	217	47
152	216	47
68	216	47
32	216	47
30	216	47
136	215	47
26	215	47
9	214	47
171	213	47
156	213	47
163	212	47
88	212	47
209	211	47
190	210	47
158	209	47
139	209	47
84	209	47
78	209	47
153	208	47
146	208	47
24	208	47
21	208	47
14	208	47
79	207	47
64	207	47
59	207	47
73	206	47
9	206	47
68	205	47
30	204	47
10	204	47
180	203	47
22	203	47
214	202	47
204	202	47
183	202	47
181	202	47
178	202	47
130	202	47
121	202	47
117	202	47
112	202	47
102	202	47
98	202	47
90	202	47
85	202	47
31	202	47
13	202	47
61	201	47
14	201	47
136	200	47
101	200	47
95	200	47
62	200	47
18	200	47
181	199	47
157	199	47
150	199	47
137	199	47
125	199	47
106	199	47
44	199	47
37	199	47
32	199	47
168	198	47
77	198	47
183	197	47
149	197	47
95	197	47
93	197	47
71	197	47
44	197	47
161	196	47
106	196	47
33	196	47
15	196	47
7	196	47
170	195	47
135	195	47
188	194	47
179	194	47
175	194	47
82	194	47
66	194	47
3	194	47
181	193	47
160	193	47
132	193	47
87	193	47
81	193	47
67	193	47
53	193	47
47	193	47
173	192	47
149	192	47
144	192	47
57	191	47
162	190	47
81	190	47
12	190	47
117	189	47
113	189	47
67	189	47
59	189	47
150	188	47
3	188	47
109	187	47
22	187	47
97	186	47
73	186	47
75	185	47
70	185	47
41	185	47
215	184	47
200	184	47
43	184	47
21	184	47
144	183	47
3	183	47
39	182	47
161	180	47
145	179	47
12	179	47
144	178	47
141	177	47
121	177	47
18	177	47
138	176	47
72	176	47
33	176	47
104	175	47
206	174	47
95	174	47
72	174	47
5	174	47
12	173	47
208	172	47
171	172	47
169	172	47
126	172	47
118	172	47
90	172	47
104	171	47
102	171	47
51	171	47
182	170	47
193	169	47
143	169	47
98	169	47
89	169	47
62	169	47
173	168	47
71	168	47
35	168	47
21	168	47
20	168	47
88	167	47
59	167	47
56	167	47
219	166	47
158	166	47
162	165	47
14	165	47
124	164	47
106	164	47
23	164	47
192	163	47
163	163	47
144	163	47
45	163	47
32	163	47
4	163	47
2	163	47
133	162	47
99	162	47
82	162	47
62	162	47
19	162	47
134	161	47
1	161	47
219	160	47
134	160	47
77	160	47
6	160	47
183	159	47
49	159	47
169	157	47
178	156	47
103	156	47
50	156	47
172	155	47
131	155	47
128	155	47
95	155	47
62	155	47
79	154	47
40	154	47
3	154	47
145	153	47
113	153	47
18	153	47
131	152	47
104	152	47
89	152	47
175	151	47
172	151	47
163	151	47
149	149	47
48	149	47
152	148	47
110	148	47
33	148	47
199	147	47
60	147	47
36	147	47
25	147	47
12	147	47
7	147	47
52	146	47
32	146	47
189	145	47
80	145	47
155	144	47
82	143	47
70	143	47
1	143	47
205	142	47
175	142	47
125	142	47
38	142	47
15	142	47
200	141	47
168	141	47
48	141	47
40	23	48
43	3	48
46	2	48
73	18	48
195	20	48
41	34	48
168	23	48
163	23	48
192	29	48
194	27	48
2	53	48
39	52	48
29	44	48
57	55	48
45	53	48
52	49	48
49	42	48
158	51	48
152	51	48
143	49	48
175	57	48
167	52	48
163	51	48
169	49	48
175	45	48
220	60	48
11	79	48
20	76	48
1	62	48
21	75	48
31	74	48
29	72	48
36	65	48
28	65	48
56	65	48
50	64	48
82	72	48
113	71	48
124	77	48
123	61	48
156	73	48
144	69	48
142	69	48
157	62	48
161	63	48
194	77	48
204	69	48
31	90	48
51	85	48
65	86	48
79	82	48
150	92	48
218	87	48
211	87	48
203	3	48
211	1	48
71	60	48
67	56	48
73	53	48
71	51	48
71	47	48
68	45	48
61	45	48
69	43	48
83	59	48
82	51	48
90	44	48
9	109	48
6	101	48
44	120	48
61	118	48
80	105	48
90	118	48
98	113	48
81	107	48
114	111	48
154	118	48
152	116	48
150	103	48
163	111	48
186	111	48
186	103	48
20	127	48
20	121	48
33	134	48
44	137	48
46	128	48
59	126	48
46	121	48
78	136	48
79	126	48
62	125	48
100	139	48
81	135	48
87	129	48
90	127	48
98	124	48
